1221|I want to clean the kitchen counter before dinner.|저녁 전에 주방 조리대를 닦고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1222|I want to clean the kitchen counter before I head out.|나가기 전에 주방 조리대를 닦고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1223|I want to clean the kitchen counter this afternoon.|오늘 오후에 주방 조리대를 닦고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1224|I want to clean the kitchen counter before the weekend.|주말 전에 주방 조리대를 닦고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1225|I want to clean the kitchen counter before bed.|자기 전에 주방 조리대를 닦고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1226|I want to finish the laundry before dinner.|저녁 전에 빨래를 끝내고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1227|I want to finish the laundry before I head out.|나가기 전에 빨래를 끝내고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1228|I want to finish the laundry this afternoon.|오늘 오후에 빨래를 끝내고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1229|I want to finish the laundry before the weekend.|주말 전에 빨래를 끝내고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1230|I want to finish the laundry before bed.|자기 전에 빨래를 끝내고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1231|I want to water the plants before dinner.|저녁 전에 식물에 물을 주고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1232|I want to water the plants before I head out.|나가기 전에 식물에 물을 주고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1233|I want to water the plants this afternoon.|오늘 오후에 식물에 물을 주고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1234|I want to water the plants before the weekend.|주말 전에 식물에 물을 주고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1235|I want to water the plants before bed.|자기 전에 식물에 물을 주고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1236|I want to sort the receipts before dinner.|저녁 전에 영수증을 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1237|I want to sort the receipts before I head out.|나가기 전에 영수증을 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1238|I want to sort the receipts this afternoon.|오늘 오후에 영수증을 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1239|I want to sort the receipts before the weekend.|주말 전에 영수증을 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1240|I want to sort the receipts before bed.|자기 전에 영수증을 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1241|I want to pack my bag before dinner.|저녁 전에 가방을 챙기고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1242|I want to pack my bag before I head out.|나가기 전에 가방을 챙기고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1243|I want to pack my bag this afternoon.|오늘 오후에 가방을 챙기고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1244|I want to pack my bag before the weekend.|주말 전에 가방을 챙기고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1245|I want to pack my bag before bed.|자기 전에 가방을 챙기고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1246|I want to clear the table before dinner.|저녁 전에 식탁을 치우고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1247|I want to clear the table before I head out.|나가기 전에 식탁을 치우고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1248|I want to clear the table this afternoon.|오늘 오후에 식탁을 치우고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1249|I want to clear the table before the weekend.|주말 전에 식탁을 치우고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1250|I want to clear the table before bed.|자기 전에 식탁을 치우고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1251|I want to put away the groceries before dinner.|저녁 전에 장본 걸 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1252|I want to put away the groceries before I head out.|나가기 전에 장본 걸 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1253|I want to put away the groceries this afternoon.|오늘 오후에 장본 걸 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1254|I want to put away the groceries before the weekend.|주말 전에 장본 걸 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1255|I want to put away the groceries before bed.|자기 전에 장본 걸 정리하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1256|I want to charge my watch before dinner.|저녁 전에 시계를 충전하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1257|I want to charge my watch before I head out.|나가기 전에 시계를 충전하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1258|I want to charge my watch this afternoon.|오늘 오후에 시계를 충전하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
1259|I want to charge my watch before the weekend.|주말 전에 시계를 충전하고 싶어.|Daily life|Beginner|Use when saying something natural in an everyday situation.
