721|I left my wallet at home.|지갑을 집에 두고 왔어.|Daily life|Beginner|Use when you forgot a wallet and want to say it casually.
722|I left my umbrella at home.|우산을 집에 두고 왔어.|Daily life|Beginner|Use when you realize you forgot an umbrella.
723|I left my charger at home.|충전기를 집에 두고 왔어.|Daily life|Beginner|Use when you need to explain a missing charger.
724|I left my keys at home.|열쇠를 집에 두고 왔어.|Daily life|Beginner|Use when you cannot find your keys because you forgot them.
725|I left my notebook at home.|노트를 집에 두고 왔어.|Daily life|Beginner|Use when you forgot a notebook you needed.
726|I left my headphones at home.|이어폰을 집에 두고 왔어.|Daily life|Beginner|Use when you forgot your headphones.
727|I need to tidy up before dinner.|저녁 전에 정리해야 해.|Daily life|Beginner|Use when you want to clean up a little before eating.
728|I need to take a shower before dinner.|저녁 전에 샤워해야 해.|Daily life|Beginner|Use when you need to get cleaned up first.
729|I need to water the plants before dinner.|저녁 전에 식물에 물을 줘야 해.|Daily life|Beginner|Use when you plan to take care of the plants.
730|I need to reply to this message before dinner.|저녁 전에 이 메시지에 답장해야 해.|Daily life|Beginner|Use when a message needs a quick response.
731|I need to fold the laundry before dinner.|저녁 전에 빨래를 개야 해.|Daily life|Beginner|Use when you still have laundry to finish.
732|I need to clear the table before dinner.|저녁 전에 식탁을 치워야 해.|Daily life|Beginner|Use when you want to make the table ready for a meal.
733|I’m a little tired today.|오늘은 좀 피곤해.|Daily life|Beginner|Use when you feel low on energy.
734|I’m a little anxious today.|오늘은 좀 불안해.|Daily life|Beginner|Use when you feel uneasy about the day.
735|I’m a little distracted today.|오늘은 좀 산만해.|Daily life|Beginner|Use when your attention keeps drifting.
736|I’m a little restless today.|오늘은 좀 안절부절못해.|Daily life|Beginner|Use when you cannot settle down comfortably.
737|I’m a little hopeful today.|오늘은 좀 희망이 있어.|Daily life|Beginner|Use when you feel cautiously positive.
738|I’m a little drained today.|오늘은 좀 기운이 빠져.|Daily life|Beginner|Use when you feel mentally or physically worn out.
739|Could you help me carry the box?|상자를 옮기는 걸 도와주실래요?|Daily life|Beginner|Use when you need help moving a box.
740|Could you help me carry the bag?|가방 좀 들어 주실래요?|Daily life|Beginner|Use when you need someone to help carry a bag.
741|Could you help me carry the suitcase?|캐리어 좀 들어 주실래요?|Daily life|Beginner|Use when you need help with luggage or a suitcase.
742|Could you help me carry the groceries?|장바구니 좀 들어 주실래요?|Daily life|Beginner|Use when you need help carrying groceries.
743|Could you help me carry the chair?|의자 좀 옮겨 주실래요?|Daily life|Beginner|Use when you need help moving a chair.
744|Could you help me carry the stroller?|유모차 좀 들어 주실래요?|Daily life|Beginner|Use when you need help with a stroller.
745|I forgot to lock the door before I left.|나오기 전에 문 잠그는 걸 깜빡했어.|Daily life|Intermediate|Use when you remember you left the door unlocked.
746|I forgot to turn off the stove before I left.|나오기 전에 가스레인지 끄는 걸 깜빡했어.|Daily life|Intermediate|Use when you remember you may have left the stove on.
747|I forgot to pack my lunch before I left.|나오기 전에 도시락 싸는 걸 깜빡했어.|Daily life|Intermediate|Use when you left without packing lunch.
